INSTITUTION,FULL_FARE,STUDENT,TEACHER,SIXTY_YEARS_OLD,TICKET,CHILD,PERSONNEL,FREE;INSTITUTION;FULL_FARE;STUDENT;TEACHER;SIXTY_YEARS_OLD;TICKET;CHILD;PERSONNEL;FREE
Tramvay Karşıyaka,2,0,0,0,2,0,0,8312;Tramvay Karşıyaka;2;0;0;0;2;0;0;8312
Tramvay Konak,1,1,0,0,1,0,0,17997;Tramvay Konak;1;1;0;0;1;0;0;17997
BİSİM,7,6,0,0,0,0,0,0;BİSİM;7;6;0;0;0;0;0;0
Eshot,0,0,0,0,53,0,2,425755;Eshot;0;0;0;0;53;0;2;425755
İzban,2246,1229,106,50,51,1,101,190597;İzban;2246;1229;106;50;51;1;101;190597
Izdeniz,106,13,1,0,32,0,2,35842;Izdeniz;106;13;1;0;32;0;2;35842
İZTAŞIT KİRAZ,0,0,0,0,0,0,0,1229;İZTAŞIT KİRAZ;0;0;0;0;0;0;0;1229
Izulas,0,0,0,0,8,0,0,130066;Izulas;0;0;0;0;8;0;0;130066
Metro,0,0,0,0,41,0,0,114358;Metro;0;0;0;0;41;0;0;114358
NOSTALJİK TRAMVAY,227,103,2,3,0,0,0,0;NOSTALJİK TRAMVAY;227;103;2;3;0;0;0;0
Seferihisar Mot. Taş. Kooperat,6,2,0,1,2,0,0,9665;Seferihisar Mot. Taş. Kooperat;6;2;0;1;2;0;0;9665
Teleferik,619,187,8,7,0,0,0,0;Teleferik;619;187;8;7;0;0;0;0
Tramvay Karşıyaka,0,0,0,0,5,0,0,11007;Tramvay Karşıyaka;0;0;0;0;5;0;0;11007
Tramvay Konak,0,0,0,0,7,0,0,20828;Tramvay Konak;0;0;0;0;7;0;0;20828
BİSİM,9,0,0,0,0,0,0,0;BİSİM;9;0;0;0;0;0;0;0
Eshot,0,0,0,0,33,0,0,424013;Eshot;0;0;0;0;33;0;0;424013
İzban,0,0,0,0,49,0,0,196426;İzban;0;0;0;0;49;0;0;196426
Izdeniz,99,28,1,3,19,0,3,42568;Izdeniz;99;28;1;3;19;0;3;42568
İZTAŞIT KİRAZ,17,4,0,0,0,0,2,1292;İZTAŞIT KİRAZ;17;4;0;0;0;0;2;1292
Izulas,0,0,0,0,1,0,0,129365;Izulas;0;0;0;0;1;0;0;129365
Metro,0,0,0,0,33,0,0,121661;Metro;0;0;0;0;33;0;0;121661
NOSTALJİK TRAMVAY,238,96,2,3,0,0,0,0;NOSTALJİK TRAMVAY;238;96;2;3;0;0;0;0
Seferihisar Mot. Taş. Kooperat,9,4,0,0,3,0,0,10028;Seferihisar Mot. Taş. Kooperat;9;4;0;0;3;0;0;10028
Teleferik,692,211,7,0,0,0,0,0;Teleferik;692;211;7;0;0;0;0;0
Tramvay Karşıyaka,0,0,0,0,4,0,0,14530;Tramvay Karşıyaka;0;0;0;0;4;0;0;14530
Tramvay Konak,0,0,0,0,5,0,0,21152;Tramvay Konak;0;0;0;0;5;0;0;21152
BİSİM,9,4,0,0,0,0,0,0;BİSİM;9;4;0;0;0;0;0;0
Eshot,333160,248074,6844,16397,368,26,24005,209650;Eshot;333160;248074;6844;16397;368;26;24005;209650
İzban,121619,61281,2630,3971,637,3,5411,52183;İzban;121619;61281;2630;3971;637;3;5411;52183
Izdeniz,29396,10459,445,901,1442,0,1141,7453;Izdeniz;29396;10459;445;901;1442;0;1141;7453
İZTAŞIT KİRAZ,1370,414,74,22,0,0,28,411;İZTAŞIT KİRAZ;1370;414;74;22;0;0;28;411
Izulas,75217,57133,1375,3662,49,5,4723,49683;Izulas;75217;57133;1375;3662;49;5;4723;49683
Metro,122915,82286,2562,5114,581,2,7742,48871;Metro;122915;82286;2562;5114;581;2;7742;48871
NOSTALJİK TRAMVAY,135,72,3,2,0,0,0,0;NOSTALJİK TRAMVAY;135;72;3;2;0;0;0;0
Seferihisar Mot. Taş. Kooperat,4952,2534,149,211,8,0,345,3704;Seferihisar Mot. Taş. Kooperat;4952;2534;149;211;8;0;345;3704
Teleferik,148,45,2,1,0,0,0,0;Teleferik;148;45;2;1;0;0;0;0
Tramvay Karşıyaka,12363,7960,288,644,63,0,322,6523;Tramvay Karşıyaka;12363;7960;288;644;63;0;322;6523
Tramvay Konak,33653,21814,850,1502,149,0,1830,14537;Tramvay Konak;33653;21814;850;1502;149;0;1830;14537
BİSİM,8,2,0,0,0,0,0,0;BİSİM;8;2;0;0;0;0;0;0
Eshot,337610,254221,6829,16742,308,34,24009,204677;Eshot;337610;254221;6829;16742;308;34;24009;204677
İzban,123755,63950,2722,3986,603,0,5357,44406;İzban;123755;63950;2722;3986;603;0;5357;44406
Izdeniz,29048,11044,445,1049,1293,2,1149,8206;Izdeniz;29048;11044;445;1049;1293;2;1149;8206
İZTAŞIT KİRAZ,1372,348,54,17,0,0,27,405;İZTAŞIT KİRAZ;1372;348;54;17;0;0;27;405
Izulas,75784,57602,1323,3507,47,4,4730,48822;Izulas;75784;57602;1323;3507;47;4;4730;48822
Metro,125264,79417,2668,5118,642,6,7746,48090;Metro;125264;79417;2668;5118;642;6;7746;48090
NOSTALJİK TRAMVAY,116,62,2,4,0,0,0,0;NOSTALJİK TRAMVAY;116;62;2;4;0;0;0;0
Seferihisar Mot. Taş. Kooperat,5072,2655,151,274,3,0,339,3739;Seferihisar Mot. Taş. Kooperat;5072;2655;151;274;3;0;339;3739
Teleferik,99,29,1,0,0,0,0,0;Teleferik;99;29;1;0;0;0;0;0
Tramvay Karşıyaka,13157,9641,298,668,65,0,329,6535;Tramvay Karşıyaka;13157;9641;298;668;65;0;329;6535
Tramvay Konak,33859,22365,825,1556,114,0,1851,14846;Tramvay Konak;33859;22365;825;1556;114;0;1851;14846
BİSİM,4,2,0,0,0,0,0,0;BİSİM;4;2;0;0;0;0;0;0
Eshot,280423,168536,2943,12724,405,10,17212,152215;Eshot;280423;168536;2943;12724;405;10;17212;152215
İzban,115294,58202,1818,3297,627,5,3987,37178;İzban;115294;58202;1818;3297;627;5;3987;37178
Izdeniz,28400,12214,559,796,1512,0,512,6895;Izdeniz;28400;12214;559;796;1512;0;512;6895
İZTAŞIT KİRAZ,1114,240,14,12,0,0,15,378;İZTAŞIT KİRAZ;1114;240;14;12;0;0;15;378
Izulas,75400,46548,718,3160,60,3,4182,41438;Izulas;75400;46548;718;3160;60;3;4182;41438
Metro,106662,61718,1637,3889,643,3,3774,34972;Metro;106662;61718;1637;3889;643;3;3774;34972
NOSTALJİK TRAMVAY,168,104,7,4,3,0,2,8;NOSTALJİK TRAMVAY;168;104;7;4;3;0;2;8
Seferihisar Mot. Taş. Kooperat,4914,2608,83,260,5,0,229,2989;Seferihisar Mot. Taş. Kooperat;4914;2608;83;260;5;0;229;2989
Teleferik,153,45,2,1,0,0,0,0;Teleferik;153;45;2;1;0;0;0;0
Tramvay Karşıyaka,13627,10751,291,525,76,0,329,6029;Tramvay Karşıyaka;13627;10751;291;525;76;0;329;6029
Tramvay Konak,30560,20376,607,1156,124,0,1251,11395;Tramvay Konak;30560;20376;607;1156;124;0;1251;11395
BİSİM,1,0,0,0,0,0,0,0;BİSİM;1;0;0;0;0;0;0;0
Eshot,216164,133633,1857,9844,341,27,11057,121308;Eshot;216164;133633;1857;9844;341;27;11057;121308
İzban,95003,50489,1198,2542,631,1,2824,29222;İzban;95003;50489;1198;2542;631;1;2824;29222
Izdeniz,22605,8846,336,540,1314,0,358,4708;Izdeniz;22605;8846;336;540;1314;0;358;4708
İZTAŞIT KİRAZ,754,186,9,8,0,0,24,199;İZTAŞIT KİRAZ;754;186;9;8;0;0;24;199
Izulas,56292,35104,368,2353,53,9,2803,31815;Izulas;56292;35104;368;2353;53;9;2803;31815
Metro,76458,51201,896,2427,546,5,2465,23811;Metro;76458;51201;896;2427;546;5;2465;23811
NOSTALJİK TRAMVAY,164,114,2,1,4,0,4,9;NOSTALJİK TRAMVAY;164;114;2;1;4;0;4;9
Seferihisar Mot. Taş. Kooperat,4204,2152,61,202,2,0,197,2805;Seferihisar Mot. Taş. Kooperat;4204;2152;61;202;2;0;197;2805
Teleferik,177,50,0,2,0,0,0,0;Teleferik;177;50;0;2;0;0;0;0
Tramvay Karşıyaka,11084,7439,192,433,46,0,304,4647;Tramvay Karşıyaka;11084;7439;192;433;46;0;304;4647
Tramvay Konak,21163,14766,365,653,112,0,727,7017;Tramvay Konak;21163;14766;365;653;112;0;727;7017
Eshot,341188,302681,7148,17859,358,59,25695,221389;Eshot;341188;302681;7148;17859;358;59;25695;221389
İzban,126481,74323,2785,4657,469,4,5930,50301;İzban;126481;74323;2785;4657;469;4;5930;50301
Izdeniz,24085,8763,359,1033,705,2,1398,7954;Izdeniz;24085;8763;359;1033;705;2;1398;7954
İZTAŞIT KİRAZ,1374,355,61,20,0,0,33,475;İZTAŞIT KİRAZ;1374;355;61;20;0;0;33;475
Izulas,78387,64859,1393,3974,47,15,4988,52623;Izulas;78387;64859;1393;3974;47;15;4988;52623
Metro,137804,105955,2762,6358,698,11,9122,57292;Metro;137804;105955;2762;6358;698;11;9122;57292
NOSTALJİK TRAMVAY,58,16,0,0,1,0,0,0;NOSTALJİK TRAMVAY;58;16;0;0;1;0;0;0
Seferihisar Mot. Taş. Kooperat,5163,2829,146,242,4,0,349,4013;Seferihisar Mot. Taş. Kooperat;5163;2829;146;242;4;0;349;4013
Teleferik,0,0,0,0,0,0,0,0;Teleferik;0;0;0;0;0;0;0;0
Tramvay Karşıyaka,10437,7396,219,631,51,0,339,6875;Tramvay Karşıyaka;10437;7396;219;631;51;0;339;6875
Tramvay Konak,32331,22536,818,1695,101,1,2031,16211;Tramvay Konak;32331;22536;818;1695;101;1;2031;16211
BİSİM,7,3,0,0,0,0,0,0;BİSİM;7;3;0;0;0;0;0;0
Eshot,337769,309092,7217,17939,296,54,25777,219739;Eshot;337769;309092;7217;17939;296;54;25777;219739
İzban,122727,74371,2878,4660,438,0,5883,49707;İzban;122727;74371;2878;4660;438;0;5883;49707
Izdeniz,24591,9680,406,1094,725,3,1375,8549;Izdeniz;24591;9680;406;1094;725;3;1375;8549
İZTAŞIT KİRAZ,1302,359,61,17,0,0,29,452;İZTAŞIT KİRAZ;1302;359;61;17;0;0;29;452
Izulas,77648,66600,1493,3990,35,14,5191,53006;Izulas;77648;66600;1493;3990;35;14;5191;53006
Metro,129142,106059,2864,5984,548,5,8531,55250;Metro;129142;106059;2864;5984;548;5;8531;55250
NOSTALJİK TRAMVAY,56,31,1,0,4,0,0,0;NOSTALJİK TRAMVAY;56;31;1;0;4;0;0;0
Seferihisar Mot. Taş. Kooperat,5021,2898,190,227,1,2,347,4052;Seferihisar Mot. Taş. Kooperat;5021;2898;190;227;1;2;347;4052
Teleferik,50,13,0,0,0,0,0,0;Teleferik;50;13;0;0;0;0;0;0
Tramvay Karşıyaka,10669,7321,257,640,33,0,359,6676;Tramvay Karşıyaka;10669;7321;257;640;33;0;359;6676
Tramvay Konak,32645,23386,843,1695,79,4,2024,16457;Tramvay Konak;32645;23386;843;1695;79;4;2024;16457
BİSİM,4,2,0,1,0,0,0,0;BİSİM;4;2;0;1;0;0;0;0
Eshot,344958,311279,7140,18536,342,225,25267,224360;Eshot;344958;311279;7140;18536;342;225;25267;224360
İzban,126734,76026,2963,4810,430,7,6012,50347;İzban;126734;76026;2963;4810;430;7;6012;50347
Izdeniz,27100,11598,451,1157,756,11,1428,8887;Izdeniz;27100;11598;451;1157;756;11;1428;8887
İZTAŞIT KİRAZ,1383,359,70,12,0,0,29,519;İZTAŞIT KİRAZ;1383;359;70;12;0;0;29;519
Izulas,78102,67771,1504,4105,49,70,5258,53756;Izulas;78102;67771;1504;4105;49;70;5258;53756
Metro,129083,105297,2866,6039,512,35,8646,53388;Metro;129083;105297;2866;6039;512;35;8646;53388
NOSTALJİK TRAMVAY,37,41,0,6,0,0,0,0;NOSTALJİK TRAMVAY;37;41;0;6;0;0;0;0
Seferihisar Mot. Taş. Kooperat,4858,2984,169,241,2,0,362,3848;Seferihisar Mot. Taş. Kooperat;4858;2984;169;241;2;0;362;3848
Teleferik,74,25,0,1,0,0,0,0;Teleferik;74;25;0;1;0;0;0;0
Tramvay Karşıyaka,16285,10525,367,1029,66,4,415,11017;Tramvay Karşıyaka;16285;10525;367;1029;66;4;415;11017
Tramvay Konak,33115,23143,923,1785,66,8,2124,16445;Tramvay Konak;33115;23143;923;1785;66;8;2124;16445
BİSİM,3,0,0,0,0,0,0,0;BİSİM;3;0;0;0;0;0;0;0
Eshot,337552,311343,7129,17955,332,226,25129,217240;Eshot;337552;311343;7129;17955;332;226;25129;217240
İzban,124496,75472,2914,4714,517,6,5795,51592;İzban;124496;75472;2914;4714;517;6;5795;51592
Izdeniz,25348,9816,429,1179,864,4,1338,8495;Izdeniz;25348;9816;429;1179;864;4;1338;8495
İZTAŞIT KİRAZ,1238,390,68,15,0,0,23,425;İZTAŞIT KİRAZ;1238;390;68;15;0;0;23;425
Izulas,76074,67035,1432,3912,27,55,5016,50056;Izulas;76074;67035;1432;3912;27;55;5016;50056
Metro,129047,108095,2779,6035,547,27,8532,54925;Metro;129047;108095;2779;6035;547;27;8532;54925
NOSTALJİK TRAMVAY,38,39,0,4,0,0,0,0;NOSTALJİK TRAMVAY;38;39;0;4;0;0;0;0
Seferihisar Mot. Taş. Kooperat,4987,2850,142,242,4,0,342,3753;Seferihisar Mot. Taş. Kooperat;4987;2850;142;242;4;0;342;3753
Teleferik,43,36,0,1,0,0,0,0;Teleferik;43;36;0;1;0;0;0;0
Tramvay Karşıyaka,10932,7777,254,653,43,3,347,6578;Tramvay Karşıyaka;10932;7777;254;653;43;3;347;6578
Tramvay Konak,32940,23702,997,1728,100,6,2154,15924;Tramvay Konak;32940;23702;997;1728;100;6;2154;15924
BİSİM,2,11,0,0,0,0,0,0;BİSİM;2;11;0;0;0;0;0;0
Eshot,332897,312305,6927,17406,323,274,25009,209725;Eshot;332897;312305;6927;17406;323;274;25009;209725
İzban,124835,77460,2931,4509,528,14,5966,47880;İzban;124835;77460;2931;4509;528;14;5966;47880
Izdeniz,25605,11422,430,1092,974,9,1330,8167;Izdeniz;25605;11422;430;1092;974;9;1330;8167
İZTAŞIT KİRAZ,1235,378,63,15,0,0,20,420;İZTAŞIT KİRAZ;1235;378;63;15;0;0;20;420
Izulas,76379,66628,1360,3716,37,67,4886,50220;Izulas;76379;66628;1360;3716;37;67;4886;50220
Metro,141518,116489,3008,6109,590,32,9160,55600;Metro;141518;116489;3008;6109;590;32;9160;55600
NOSTALJİK TRAMVAY,77,33,0,0,0,0,0,0;NOSTALJİK TRAMVAY;77;33;0;0;0;0;0;0
Seferihisar Mot. Taş. Kooperat,5055,2961,181,294,1,0,338,4091;Seferihisar Mot. Taş. Kooperat;5055;2961;181;294;1;0;338;4091
Teleferik,55,27,0,0,0,0,0,0;Teleferik;55;27;0;0;0;0;0;0
Tramvay Karşıyaka,12081,9340,306,696,44,0,374,6821;Tramvay Karşıyaka;12081;9340;306;696;44;0;374;6821
Tramvay Konak,33064,25727,910,1633,106,16,2145,15591;Tramvay Konak;33064;25727;910;1633;106;16;2145;15591
BİSİM,8,7,1,0,0,0,0,0;BİSİM;8;7;1;0;0;0;0;0
Eshot,278368,185919,3178,13085,415,216,16741,153414;Eshot;278368;185919;3178;13085;415;216;16741;153414
İzban,115085,66328,1741,3402,667,16,3874,38563;İzban;115085;66328;1741;3402;667;16;3874;38563
Izdeniz,28838,14318,626,862,1583,6,576,7328;Izdeniz;28838;14318;626;862;1583;6;576;7328
İZTAŞIT KİRAZ,1002,236,20,12,0,0,15,406;İZTAŞIT KİRAZ;1002;236;20;12;0;0;15;406
Izulas,77419,50282,669,3486,60,57,4374,42535;Izulas;77419;50282;669;3486;60;57;4374;42535
Metro,115567,81288,1835,4399,780,28,4011,38253;Metro;115567;81288;1835;4399;780;28;4011;38253
NOSTALJİK TRAMVAY,163,170,6,0,2,0,7,3;NOSTALJİK TRAMVAY;163;170;6;0;2;0;7;3
Seferihisar Mot. Taş. Kooperat,4900,3020,90,249,9,0,252,3009;Seferihisar Mot. Taş. Kooperat;4900;3020;90;249;9;0;252;3009
Teleferik,163,73,2,2,0,0,0,0;Teleferik;163;73;2;2;0;0;0;0
Tramvay Karşıyaka,12597,9673,310,529,63,0,308,5486;Tramvay Karşıyaka;12597;9673;310;529;63;0;308;5486
Tramvay Konak,32590,24931,822,1394,124,21,1366,12739;Tramvay Konak;32590;24931;822;1394;124;21;1366;12739
BİSİM,8,4,0,0,0,0,0,0;BİSİM;8;4;0;0;0;0;0;0
Eshot,211170,147145,2081,9237,386,182,11183,123368;Eshot;211170;147145;2081;9237;386;182;11183;123368
İzban,90425,55490,1269,2513,642,18,2696,28947;İzban;90425;55490;1269;2513;642;18;2696;28947
Izdeniz,23337,10980,261,465,1680,12,329,4874;Izdeniz;23337;10980;261;465;1680;12;329;4874
İZTAŞIT KİRAZ,611,155,13,12,0,0,18,199;İZTAŞIT KİRAZ;611;155;13;12;0;0;18;199
Izulas,54577,38160,411,2255,59,59,2794,31807;Izulas;54577;38160;411;2255;59;59;2794;31807
Metro,81224,66103,1106,2297,813,21,2560,24896;Metro;81224;66103;1106;2297;813;21;2560;24896
NOSTALJİK TRAMVAY,225,163,0,1,1,0,4,19;NOSTALJİK TRAMVAY;225;163;0;1;1;0;4;19
Seferihisar Mot. Taş. Kooperat,4280,2597,75,198,5,0,183,2799;Seferihisar Mot. Taş. Kooperat;4280;2597;75;198;5;0;183;2799
Teleferik,175,69,6,2,0,0,0,0;Teleferik;175;69;6;2;0;0;0;0
Tramvay Karşıyaka,9553,7120,135,321,73,3,241,3847;Tramvay Karşıyaka;9553;7120;135;321;73;3;241;3847
Tramvay Konak,23082,17849,379,698,129,10,865,7614;Tramvay Konak;23082;17849;379;698;129;10;865;7614
Eshot,333623,306427,7006,17699,309,303,25750,215169;Eshot;333623;306427;7006;17699;309;303;25750;215169
İzban,118298,73086,2761,4394,535,13,5908,48047;İzban;118298;73086;2761;4394;535;13;5908;48047
Izdeniz,23850,9016,335,981,703,8,1351,7924;Izdeniz;23850;9016;335;981;703;8;1351;7924
İZTAŞIT KİRAZ,1366,388,69,24,0,0,25,492;İZTAŞIT KİRAZ;1366;388;69;24;0;0;25;492
Izulas,77026,67090,1422,3866,39,87,5176,51479;Izulas;77026;67090;1422;3866;39;87;5176;51479
Metro,127009,101537,2631,5893,589,49,8642,53244;Metro;127009;101537;2631;5893;589;49;8642;53244
NOSTALJİK TRAMVAY,38,13,0,4,2,0,0,0;NOSTALJİK TRAMVAY;38;13;0;4;2;0;0;0
Seferihisar Mot. Taş. Kooperat,4994,3121,154,264,2,0,338,3921;Seferihisar Mot. Taş. Kooperat;4994;3121;154;264;2;0;338;3921
Teleferik,0,0,0,0,0,0,0,0;Teleferik;0;0;0;0;0;0;0;0
Tramvay Karşıyaka,10086,6919,208,623,45,0,362,6465;Tramvay Karşıyaka;10086;6919;208;623;45;0;362;6465
Tramvay Konak,31380,22015,795,1697,83,15,2052,15747;Tramvay Konak;31380;22015;795;1697;83;15;2052;15747
BİSİM,7,5,0,0,0,0,0,0;BİSİM;7;5;0;0;0;0;0;0
Eshot,333937,316916,7143,17644,323,274,26591,214452;Eshot;333937;316916;7143;17644;323;274;26591;214452
İzban,123366,75484,2769,4431,508,14,6272,49513;İzban;123366;75484;2769;4431;508;14;6272;49513
Izdeniz,24707,9856,400,1019,727,3,1530,8260;Izdeniz;24707;9856;400;1019;727;3;1530;8260
İZTAŞIT KİRAZ,1134,400,59,12,0,0,30,436;İZTAŞIT KİRAZ;1134;400;59;12;0;0;30;436
Izulas,75202,67668,1493,3957,40,80,5434,51609;Izulas;75202;67668;1493;3957;40;80;5434;51609
Metro,127234,106978,2766,6084,557,27,8842,54069;Metro;127234;106978;2766;6084;557;27;8842;54069
NOSTALJİK TRAMVAY,51,46,1,3,1,0,0,0;NOSTALJİK TRAMVAY;51;46;1;3;1;0;0;0
Seferihisar Mot. Taş. Kooperat,5047,2955,169,300,1,0,367,4239;Seferihisar Mot. Taş. Kooperat;5047;2955;169;300;1;0;367;4239
Teleferik,57,37,1,1,0,0,0,0;Teleferik;57;37;1;1;0;0;0;0
Tramvay Karşıyaka,10465,7050,225,688,45,1,364,6771;Tramvay Karşıyaka;10465;7050;225;688;45;1;364;6771
Tramvay Konak,32829,25957,856,1744,68,19,2490,15967;Tramvay Konak;32829;25957;856;1744;68;19;2490;15967
BİSİM,6,0,0,0,0,0,0,0;BİSİM;6;0;0;0;0;0;0;0
Eshot,338395,320144,7232,18245,271,303,26223,219639;Eshot;338395;320144;7232;18245;271;303;26223;219639
İzban,121292,76100,2796,4393,595,25,6048,47695;İzban;121292;76100;2796;4393;595;25;6048;47695
Izdeniz,26502,10819,419,1105,772,7,1388,8723;Izdeniz;26502;10819;419;1105;772;7;1388;8723
İZTAŞIT KİRAZ,1325,416,84,12,0,0,35,525;İZTAŞIT KİRAZ;1325;416;84;12;0;0;35;525
Izulas,75909,72067,1476,4110,41,79,5219,52436;Izulas;75909;72067;1476;4110;41;79;5219;52436
Metro,132064,120978,2702,5888,535,23,9186,53632;Metro;132064;120978;2702;5888;535;23;9186;53632
NOSTALJİK TRAMVAY,46,25,1,0,0,0,0,0;NOSTALJİK TRAMVAY;46;25;1;0;0;0;0;0
Seferihisar Mot. Taş. Kooperat,4966,3133,171,268,2,0,360,3902;Seferihisar Mot. Taş. Kooperat;4966;3133;171;268;2;0;360;3902
Teleferik,50,15,0,0,0,0,0,0;Teleferik;50;15;0;0;0;0;0;0
Tramvay Karşıyaka,16081,9662,322,1084,63,1,446,10687;Tramvay Karşıyaka;16081;9662;322;1084;63;1;446;10687
Tramvay Konak,32682,23904,886,1621,70,9,2354,15737;Tramvay Konak;32682;23904;886;1621;70;9;2354;15737
BİSİM,3,1,0,0,0,0,0,0;BİSİM;3;1;0;0;0;0;0;0
Eshot,322343,220169,5615,15328,196,151,14341,146795;Eshot;322343;220169;5615;15328;196;151;14341;146795
İzban,133981,81117,2699,4294,47,16,3354,37735;İzban;133981;81117;2699;4294;47;16;3354;37735
Izdeniz,29968,15532,500,848,162,11,515,5606;Izdeniz;29968;15532;500;848;162;11;515;5606
İZTAŞIT KİRAZ,868,175,24,18,0,0,13,228;İZTAŞIT KİRAZ;868;175;24;18;0;0;13;228
Izulas,87371,61488,1336,3864,18,50,3656,39259;Izulas;87371;61488;1336;3864;18;50;3656;39259
Metro,112563,77802,2486,4569,223,12,3541,34760;Metro;112563;77802;2486;4569;223;12;3541;34760
NOSTALJİK TRAMVAY,126,135,4,1,0,0,0,0;NOSTALJİK TRAMVAY;126;135;4;1;0;0;0;0
Seferihisar Mot. Taş. Kooperat,5151,2754,127,250,3,0,228,2544;Seferihisar Mot. Taş. Kooperat;5151;2754;127;250;3;0;228;2544
Teleferik,79,35,2,0,0,0,0,0;Teleferik;79;35;2;0;0;0;0;0
Tramvay Karşıyaka,11229,8528,269,462,11,0,264,4234;Tramvay Karşıyaka;11229;8528;269;462;11;0;264;4234
Tramvay Konak,29230,28352,881,1079,36,8,1138,9918;Tramvay Konak;29230;28352;881;1079;36;8;1138;9918
BİSİM,8,6,0,0,0,0,0,0;BİSİM;8;6;0;0;0;0;0;0
Eshot,336280,299812,6926,17785,292,281,25807,216290;Eshot;336280;299812;6926;17785;292;281;25807;216290
İzban,121796,73444,2806,4260,583,13,6138,46807;İzban;121796;73444;2806;4260;583;13;6138;46807
Izdeniz,24870,9937,436,992,1282,5,1324,7334;Izdeniz;24870;9937;436;992;1282;5;1324;7334
İZTAŞIT KİRAZ,1394,419,61,17,0,0,34,444;İZTAŞIT KİRAZ;1394;419;61;17;0;0;34;444
Izulas,75933,66046,1457,3914,48,83,5228,52431;Izulas;75933;66046;1457;3914;48;83;5228;52431
Metro,125270,100401,2752,5554,669,28,8717,50398;Metro;125270;100401;2752;5554;669;28;8717;50398
NOSTALJİK TRAMVAY,117,42,3,3,1,0,0,0;NOSTALJİK TRAMVAY;117;42;3;3;1;0;0;0
Seferihisar Mot. Taş. Kooperat,5125,3074,168,237,4,0,373,4085;Seferihisar Mot. Taş. Kooperat;5125;3074;168;237;4;0;373;4085
Teleferik,71,38,1,0,0,0,0,0;Teleferik;71;38;1;0;0;0;0;0
Tramvay Karşıyaka,11253,7466,259,668,81,0,343,6314;Tramvay Karşıyaka;11253;7466;259;668;81;0;343;6314
Tramvay Konak,32744,24688,900,1613,102,12,2775,14810;Tramvay Konak;32744;24688;900;1613;102;12;2775;14810
BİSİM,10,3,0,2,0,0,0,0;BİSİM;10;3;0;2;0;0;0;0
Eshot,282844,188679,4035,12947,310,227,18705,154082;Eshot;282844;188679;4035;12947;310;227;18705;154082
İzban,110910,59564,1952,3129,603,10,3985,36796;İzban;110910;59564;1952;3129;603;10;3985;36796
Izdeniz,26805,11386,543,736,1628,6,579,6537;Izdeniz;26805;11386;543;736;1628;6;579;6537
İZTAŞIT KİRAZ,1074,249,14,14,0,0,28,381;İZTAŞIT KİRAZ;1074;249;14;14;0;0;28;381
Izulas,76153,48703,922,3465,37,67,4511,41930;Izulas;76153;48703;922;3465;37;67;4511;41930
Metro,110509,73520,2322,4123,596,12,4352,37137;Metro;110509;73520;2322;4123;596;12;4352;37137
NOSTALJİK TRAMVAY,269,123,6,3,1,0,5,6;NOSTALJİK TRAMVAY;269;123;6;3;1;0;5;6
Seferihisar Mot. Taş. Kooperat,4948,2955,87,262,3,0,270,3055;Seferihisar Mot. Taş. Kooperat;4948;2955;87;262;3;0;270;3055
Teleferik,154,85,2,2,0,0,0,0;Teleferik;154;85;2;2;0;0;0;0
Tramvay Karşıyaka,12006,8490,271,498,46,2,325,5138;Tramvay Karşıyaka;12006;8490;271;498;46;2;325;5138
Tramvay Konak,31042,22264,865,1278,145,10,1359,12162;Tramvay Konak;31042;22264;865;1278;145;10;1359;12162
BİSİM,3,3,0,0,0,0,0,0;BİSİM;3;3;0;0;0;0;0;0
Eshot,204337,137784,1977,9187,293,224,11445,121690;Eshot;204337;137784;1977;9187;293;224;11445;121690
İzban,89350,46597,1180,2561,577,14,2740,29083;İzban;89350;46597;1180;2561;577;14;2740;29083
Izdeniz,21361,8882,289,440,1289,8,343,4308;Izdeniz;21361;8882;289;440;1289;8;343;4308
İZTAŞIT KİRAZ,736,207,21,11,0,0,25,190;İZTAŞIT KİRAZ;736;207;21;11;0;0;25;190
Izulas,51758,34153,372,2240,28,64,2727,30972;Izulas;51758;34153;372;2240;28;64;2727;30972
Metro,67993,50702,882,2196,455,23,2322,21750;Metro;67993;50702;882;2196;455;23;2322;21750
NOSTALJİK TRAMVAY,202,147,1,2,1,0,12,24;NOSTALJİK TRAMVAY;202;147;1;2;1;0;12;24
Seferihisar Mot. Taş. Kooperat,4092,2365,62,200,5,0,190,2664;Seferihisar Mot. Taş. Kooperat;4092;2365;62;200;5;0;190;2664
Teleferik,224,78,1,0,0,0,0,0;Teleferik;224;78;1;0;0;0;0;0
Tramvay Karşıyaka,8812,5779,148,324,36,2,255,3520;Tramvay Karşıyaka;8812;5779;148;324;36;2;255;3520
Tramvay Konak,19374,14362,266,656,107,6,782,6914;Tramvay Konak;19374;14362;266;656;107;6;782;6914
Eshot,334844,306324,7187,18427,301,278,25771,224794;Eshot;334844;306324;7187;18427;301;278;25771;224794
İzban,118864,69904,2688,4589,546,12,5701,48998;İzban;118864;69904;2688;4589;546;12;5701;48998
Izdeniz,23086,8352,355,954,821,2,1339,7723;Izdeniz;23086;8352;355;954;821;2;1339;7723
İZTAŞIT KİRAZ,1261,433,71,22,0,0,35,418;İZTAŞIT KİRAZ;1261;433;71;22;0;0;35;418
Izulas,76513,66124,1367,4126,35,84,5038,53433;Izulas;76513;66124;1367;4126;35;84;5038;53433
